pgs_id,name,trait_id,trait_label,trait_reported,variants_number,method_name,publication_id,pubmed_id,ftp_scoring_file,scoring_file
PGS003613,L_CA1_body_UKBB_EUR_GWAS,EFO_0009394,hippocampal CA1 volume,Left CA1 body volume,8,PRSice,PGP000464,37337106,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003613/ScoringFiles/PGS003613.txt.gz,data/pgs/scoring_files/PGS003613.txt.gz
PGS003624,R_CA3_head_trans_ancestry_meta_analysis,EFO_0009395,hippocampal CA3 volume,Right CA3 head volume,594,PRSice,PGP000464,37337106,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003624/ScoringFiles/PGS003624.txt.gz,data/pgs/scoring_files/PGS003624.txt.gz
PGS003641,L_CA4_head_CHIMGEN_EAS_GWAS,EFO_0009396,hippocampal CA4 volume,Left CA4 head volume,48,PRSice,PGP000464,37337106,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003641/ScoringFiles/PGS003641.txt.gz,data/pgs/scoring_files/PGS003641.txt.gz
PGS003604,R_HATA_trans_ancestry_meta_analysis,EFO_0009401,hippocampal amigdala transition area volume,Right hippocampus-amygdala transition area volume,1363,PRSice,PGP000464,37337106,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003604/ScoringFiles/PGS003604.txt.gz,data/pgs/scoring_files/PGS003604.txt.gz
PGS001031,GBE_HC1261,EFO_0009432,fibroblastic disorder,Fibroblastic disorders (time-to-event),252,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001031/ScoringFiles/PGS001031.txt.gz,data/pgs/scoring_files/PGS001031.txt.gz
PGS000194,G-PROB_Rapos,EFO_0009459,ACPA-positive rheumatoid arthritis,Rheumatoid arthritis (CCP-negative),114,Pruning and Thresholding (P+T),PGP000081,32461333,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000194/ScoringFiles/PGS000194.txt.gz,data/pgs/scoring_files/PGS000194.txt.gz
PGS000195,G-PROB_Raneg,EFO_0009460,ACPA-negative rheumatoid arthritis,Rheumatoid arthritis (CCP-negative),96,Pruning and Thresholding (P+T),PGP000081,32461333,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000195/ScoringFiles/PGS000195.txt.gz,data/pgs/scoring_files/PGS000195.txt.gz
PGS001028,GBE_BIN_FC1006148,EFO_0009486,diabetic eye disease,Diabetic eye disease,123,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001028/ScoringFiles/PGS001028.txt.gz,data/pgs/scoring_files/PGS001028.txt.gz
PGS019190,TPMI_427.1_Lassosum2,EFO_0009493,paroxysmal tachycardia,Paroxysmal tachycardia unspecified,70,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019190/ScoringFiles/PGS019190.txt.gz,data/pgs/scoring_files/PGS019190.txt.gz
PGS001027,GBE_HC1228,EFO_0009507,knee injury,Internal derangement of knee (time-to-event),118,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001027/ScoringFiles/PGS001027.txt.gz,data/pgs/scoring_files/PGS001027.txt.gz
PGS001026,GBE_HC83,EFO_0009514,upper extremity fracture,Forearm or wrist fracture,45,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001026/ScoringFiles/PGS001026.txt.gz,data/pgs/scoring_files/PGS001026.txt.gz
PGS000870,CFRD_18,EFO_0009518,complication,Cystic fibrosis related diabetes,18,3 genome-wide significant variants and 15 variants with FDR >0.1 in T2D_221 and PGS000032,PGP000214,31697830,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000870/ScoringFiles/PGS000870.txt.gz,data/pgs/scoring_files/PGS000870.txt.gz
PGS001920,portability-PLR_foreboding_feelings,EFO_0009589,worry measurement,Recent feelings of foreboding,2894,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001920/ScoringFiles/PGS001920.txt.gz,data/pgs/scoring_files/PGS001920.txt.gz
PGS001021,GBE_BIN1980,EFO_0009589|EFO_0009863,worry measurement|anxiety measurement,Feelings of worry or anxiety,9747,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001021/ScoringFiles/PGS001021.txt.gz,data/pgs/scoring_files/PGS001021.txt.gz
PGS001020,GBE_BIN_FC50006160,EFO_0009592,social interaction measurement,Attending social / leisure activities (regular attendance at an adult education class),220,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001020/ScoringFiles/PGS001020.txt.gz,data/pgs/scoring_files/PGS001020.txt.gz
PGS001017,GBE_BIN2010,EFO_0009597,feeling nervous measurement,Suffer from 'nerves',3348,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001017/ScoringFiles/PGS001017.txt.gz,data/pgs/scoring_files/PGS001017.txt.gz
PGS001016,GBE_BIN1950,EFO_0009599,feeling emotionally hurt measurement,Sensitivity / hurt feelings,7922,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001016/ScoringFiles/PGS001016.txt.gz,data/pgs/scoring_files/PGS001016.txt.gz
PGS019375,TPMI_573.7_Lassosum2,EFO_0009628,abnormal result of function studies,Abnormal results of function study of liver,27,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019375/ScoringFiles/PGS019375.txt.gz,data/pgs/scoring_files/PGS019375.txt.gz
PGS001012,GBE_QT_FC1002296,EFO_0009631,fall,Number of falls in the last year,2103,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001012/ScoringFiles/PGS001012.txt.gz,data/pgs/scoring_files/PGS001012.txt.gz
PGS001393,GBE_INI1807,EFO_0009712,father's age at death,Father's age at death,398,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001393/ScoringFiles/PGS001393.txt.gz,data/pgs/scoring_files/PGS001393.txt.gz
PGS001009,GBE_INI3064,EFO_0009718,peak expiratory flow,PEF,9523,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001009/ScoringFiles/PGS001009.txt.gz,data/pgs/scoring_files/PGS001009.txt.gz
PGS001401,GBE_QT_FC1004548,EFO_0009724,health satisfaction measurement,Health satisfaction,1814,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001401/ScoringFiles/PGS001401.txt.gz,data/pgs/scoring_files/PGS001401.txt.gz
PGS001398,GBE_QT_FC1004570,EFO_0009725,friendship satisfaction measurement,Friendship satisfaction,659,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001398/ScoringFiles/PGS001398.txt.gz,data/pgs/scoring_files/PGS001398.txt.gz
PGS001007,GBE_INI2139,EFO_0009749,age at first sexual intercourse measurement,Age at first sexual intercourse,9997,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001007/ScoringFiles/PGS001007.txt.gz,data/pgs/scoring_files/PGS001007.txt.gz
PGS001005,GBE_INI134,EFO_0009800,number of cancers,Number of self reported cancers,526,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001005/ScoringFiles/PGS001005.txt.gz,data/pgs/scoring_files/PGS001005.txt.gz
PGS001004,GBE_INI135,EFO_0009801,number of non-cancer illnesses,Number of non-cancer illnesses,5212,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001004/ScoringFiles/PGS001004.txt.gz,data/pgs/scoring_files/PGS001004.txt.gz
PGS001003,GBE_INI137,EFO_0009803,number of treatments or medications taken,Number of medications taken,8085,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001003/ScoringFiles/PGS001003.txt.gz,data/pgs/scoring_files/PGS001003.txt.gz
PGS002750,PRS37_THR,EFO_0009806|MONDO_0006629,total hip arthroplasty|osteoarthritis,Total hip replacement,37,Genome-wide significant SNPs,PGP000362,35506208,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002750/ScoringFiles/PGS002750.txt.gz,data/pgs/scoring_files/PGS002750.txt.gz
PGS001001,GBE_QT_FC1001170,EFO_0009817,ease of getting up in the morning,Getting up in morning,7743,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001001/ScoringFiles/PGS001001.txt.gz,data/pgs/scoring_files/PGS001001.txt.gz
PGS000997,GBE_HC1106,EFO_0009959,diverticular disease,Diverticular disease of intestine (time-to-event),5757,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000997/ScoringFiles/PGS000997.txt.gz,data/pgs/scoring_files/PGS000997.txt.gz
PGS000996,GBE_HC262,EFO_0009959|MONDO_0004235,diverticular disease|diverticulitis,Diverticular disease/diverticulitis,368,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000996/ScoringFiles/PGS000996.txt.gz,data/pgs/scoring_files/PGS000996.txt.gz
PGS001380,GBE_INI5264,EFO_0010066,corneal hysteresis,Corneal hysteresis (L),2240,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001380/ScoringFiles/PGS001380.txt.gz,data/pgs/scoring_files/PGS001380.txt.gz
PGS001382,GBE_INI5265,EFO_0010067,corneal resistance factor,Corneal resistance factor (L),2390,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001382/ScoringFiles/PGS001382.txt.gz,data/pgs/scoring_files/PGS001382.txt.gz
PGS000995,GBE_BIN_FC6006149,EFO_0010078,dentures,Dentures,6042,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000995/ScoringFiles/PGS000995.txt.gz,data/pgs/scoring_files/PGS000995.txt.gz
PGS000994,GBE_INI1488,EFO_0010091,tea consumption measurement,Tea intake,3119,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000994/ScoringFiles/PGS000994.txt.gz,data/pgs/scoring_files/PGS000994.txt.gz
PGS012571,Omega_3_PplusT,EFO_0010119,omega-3 polyunsaturated fatty acid measurement,Omega-3 fatty acids,214,Pruning and Thresholding (P+T),PGP000809,42721579,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012571/ScoringFiles/PGS012571.txt.gz,data/pgs/scoring_files/PGS012571.txt.gz
PGS000993,GBE_QT_FC1001329,EFO_0010139,fish consumption measurement,Oily fish consumption,3925,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000993/ScoringFiles/PGS000993.txt.gz,data/pgs/scoring_files/PGS000993.txt.gz
PGS000991,GBE_BIN_FC4006144,EFO_0010158,sugar consumption measurement,Never eat sugar,2816,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000991/ScoringFiles/PGS000991.txt.gz,data/pgs/scoring_files/PGS000991.txt.gz
PGS004592,PRS_KC,EFO_0010176,keratinocyte carcinoma,Keratinocyte cancer,78,Genome-wide significant SNPs,PGP000571,35881107,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004592/ScoringFiles/PGS004592.txt.gz,data/pgs/scoring_files/PGS004592.txt.gz
PGS001413,GBE_INI22423,EFO_0010555,left ventricular stroke volume measurement,LV stroke volume,26,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001413/ScoringFiles/PGS001413.txt.gz,data/pgs/scoring_files/PGS001413.txt.gz
PGS019763,TPMI_795_Lassosum2,EFO_0010677,cytological,Other and nonspecific abnormal cytological histological and immunological findings,78,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019763/ScoringFiles/PGS019763.txt.gz,data/pgs/scoring_files/PGS019763.txt.gz
PGS000990,GBE_HC878,EFO_0010698|MONDO_0008375,retinal break|retinal detachment,Retinal detachments and breaks (time-to-event),237,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000990/ScoringFiles/PGS000990.txt.gz,data/pgs/scoring_files/PGS000990.txt.gz
PGS000180,mrv,EFO_0010701,mean reticulocyte volume,Mean reticulocyte volume,629,Genome-wide significant variants,PGP000078,32888494,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000180/ScoringFiles/PGS000180.txt.gz,data/pgs/scoring_files/PGS000180.txt.gz
PGS000984,GBE_INI2237,EFO_0010724,lifestyle measurement,Frequency of playing computer games,5774,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000984/ScoringFiles/PGS000984.txt.gz,data/pgs/scoring_files/PGS000984.txt.gz
PGS001535,GBE_BIN_FC20002267,EFO_0010729,sun exposure measurement,Use of sun/uv protection (Sometimes),309,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001535/ScoringFiles/PGS001535.txt.gz,data/pgs/scoring_files/PGS001535.txt.gz
PGS003040,ExPRSweb_PUFAs_MAGNETIC-otPUFA_PT_UKB_20211120,EFO_0010733,polyunsaturated fatty acid measurement,Polyunsatturated fatty acids,13,Pruning and Thresholding (P+T),PGP000393,36152628,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS003040/ScoringFiles/PGS003040.txt.gz,data/pgs/scoring_files/PGS003040.txt.gz
PGS004221,PRS8_carbohydrate,EFO_0010811,carbohydrate intake measurement,Carbohydrate preference,8,Genome-wide significant SNPs,PGP000521,37217678,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004221/ScoringFiles/PGS004221.txt.gz,data/pgs/scoring_files/PGS004221.txt.gz
PGS000840,Fasting_Proinsulin,EFO_0010814,proinsulin measurement,Fasting Proinsulin,223,Genome-wide significant variants,PGP000211,34737425,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000840/ScoringFiles/PGS000840.txt.gz,data/pgs/scoring_files/PGS000840.txt.gz
PGS004899,PRS_SCAD,EFO_0010820,spontaneous coronary artery dissection,Spontaneous coronary artery dissection,7,LD-pruning,PGP000629,32887874,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004899/ScoringFiles/PGS004899.txt.gz,data/pgs/scoring_files/PGS004899.txt.gz
PGS000865,PRS-HFC,EFO_0010821,liver fat measurement,Hepatic fat content,4,Variants with validated effects on hepatic fat accumulation and/or nonalcoholic fatty liver disease severity and with experimental data supporting the casuality of the association,PGP000212,29280273,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000865/ScoringFiles/PGS000865.txt.gz,data/pgs/scoring_files/PGS000865.txt.gz
PGS000977,GBE_BIN23067,EFO_0010906,merkel cell virus seropositivity,MCV seropositivity for Merkel Cell Polyomavirus,3,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000977/ScoringFiles/PGS000977.txt.gz,data/pgs/scoring_files/PGS000977.txt.gz
PGS000976,GBE_BIN23066,EFO_0010907,polyomavirus 2 seropositivity,JCV seropositivity for Human Polyomavirus JCV,16,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000976/ScoringFiles/PGS000976.txt.gz,data/pgs/scoring_files/PGS000976.txt.gz
PGS000690,snpnet.Microalbumin_in_urine,EFO_0010967,urinary microalbumin measurement,Microalbumin in urine [mg/L],111,snpnet,PGP000128,33462484,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000690/ScoringFiles/PGS000690.txt.gz,data/pgs/scoring_files/PGS000690.txt.gz
PGS001385,GBE_INI21051,EFO_0011014,health-related quality of life measurement,Degree bothered by headaches in the last 3 months,9,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001385/ScoringFiles/PGS001385.txt.gz,data/pgs/scoring_files/PGS001385.txt.gz
PGS002587,cov_EDU_COLLEGE.P+T.5e-08,EFO_0011015,educational attainment,College education,514,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002587/ScoringFiles/PGS002587.txt.gz,data/pgs/scoring_files/PGS002587.txt.gz
PGS002749,PRS10_TKR,EFO_0020975|MONDO_0005416,total knee arthroplasty|osteoarthritis,Total knee replacement,10,Genome-wide significant SNPs,PGP000362,35506208,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002749/ScoringFiles/PGS002749.txt.gz,data/pgs/scoring_files/PGS002749.txt.gz
PGS012570,DHA_pct_PplusT,EFO_0022262,docosahexaenoic acid to total fatty acids percentage,Docosahexaenoic acid to total fatty acids percentage,110,Pruning and Thresholding (P+T),PGP000809,42721579,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS012570/ScoringFiles/PGS012570.txt.gz,data/pgs/scoring_files/PGS012570.txt.gz
PGS001053,GBE_INI1060,EFO_0600081,time spent outdoors measurement,Time spend outdoors in winter,2323,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001053/ScoringFiles/PGS001053.txt.gz,data/pgs/scoring_files/PGS001053.txt.gz
PGS001117,GBE_BIN_FC10002986,EFO_0600082,insulin use measurement,Started insulin within one year diagnosis of diabetes,68,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001117/ScoringFiles/PGS001117.txt.gz,data/pgs/scoring_files/PGS001117.txt.gz
PGS001292,GBE_FH1044,EFO_0600083,family history of prostate cancer,Family history of prostate cancer,602,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001292/ScoringFiles/PGS001292.txt.gz,data/pgs/scoring_files/PGS001292.txt.gz
PGS001903,portability-PLR_ECG_PP_interval,EFO_0600085,PP interval,PP interval,4368,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001903/ScoringFiles/PGS001903.txt.gz,data/pgs/scoring_files/PGS001903.txt.gz
PGS001874,portability-PLR_706.2,EFO_1000243,Epidermal Inclusion Cyst,Sebaceous cyst,563,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001874/ScoringFiles/PGS001874.txt.gz,data/pgs/scoring_files/PGS001874.txt.gz
PGS019577,TPMI_686.1_Lassosum2,EFO_1000674|HP_0020083,carbuncle|Furuncle,Carbuncle and furuncle,1661,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019577/ScoringFiles/PGS019577.txt.gz,data/pgs/scoring_files/PGS019577.txt.gz
PGS018712,TPMI_246.2_Lassosum2,EFO_1000894,dermoid cyst,Thyroid cyst,287,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018712/ScoringFiles/PGS018712.txt.gz,data/pgs/scoring_files/PGS018712.txt.gz
PGS000964,GBE_HC176,EFO_1001317,Epiphyses,Slipped disc,47,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000964/ScoringFiles/PGS000964.txt.gz,data/pgs/scoring_files/PGS000964.txt.gz
PGS000963,GBE_HC1184,EFO_1001329,Follicular Cyst,Follicular cysts of skin and subcutaneous tissue (time-to-event),264,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000963/ScoringFiles/PGS000963.txt.gz,data/pgs/scoring_files/PGS000963.txt.gz
PGS019617,TPMI_696.41_Lassosum2,EFO_1001494,psoriasis vulgaris,Psoriasis vulgaris,1357,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019617/ScoringFiles/PGS019617.txt.gz,data/pgs/scoring_files/PGS019617.txt.gz
PGS000069,PRS_sEOC,EFO_1001516,ovarian serous carcinoma,Serous epithelial ovarian cancer,15,Genome-wide significant variants,PGP000048,29730597,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000069/ScoringFiles/PGS000069.txt.gz,data/pgs/scoring_files/PGS000069.txt.gz
PGS004918,PRS8_Synapse,EFO_1001870,late-onset Alzheimer's disease,Late-onset Alzheimers disease (based on SNPs in genes involved in synaptic function),8,Clumping and Thresholding (C+T),PGP000649,33303219,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS004918/ScoringFiles/PGS004918.txt.gz,data/pgs/scoring_files/PGS004918.txt.gz
PGS019327,TPMI_528.1_MegaPRS,EFO_1001898,mucositis,Stomatitis and mucositis,9831,MegaPRS,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019327/ScoringFiles/PGS019327.txt.gz,data/pgs/scoring_files/PGS019327.txt.gz
PGS000352,PRS_HGS,EFO_1001958,high grade ovarian serous adenocarcinoma,High grade serous ovarian cancer,22,Genome-wide significant variants,PGP000117,32665703,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000352/ScoringFiles/PGS000352.txt.gz,data/pgs/scoring_files/PGS000352.txt.gz
PGS000950,GBE_HC1171,GO_0009314,response to radiation,Skin changes due to chronic exposure to nonionising radiation (time-to-event),169,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000950/ScoringFiles/PGS000950.txt.gz,data/pgs/scoring_files/PGS000950.txt.gz
PGS000769,PRS16_BDR,GO_0097366,response to bronchodilator,Response to bronchodilator (albutamol),16,Variants associated with bronchodilator response that have a combined annotation dependent depletion (CADD) score of >10.,PGP000176,33923870,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000769/ScoringFiles/PGS000769.txt.gz,data/pgs/scoring_files/PGS000769.txt.gz
PGS019512,TPMI_599.2_Lassosum2,HP_0000016,Urinary retention,Retention of urine,234,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019512/ScoringFiles/PGS019512.txt.gz,data/pgs/scoring_files/PGS019512.txt.gz
PGS000948,GBE_HC243,HP_0000023,Inguinal hernia,Inguinal hernia,1899,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000948/ScoringFiles/PGS000948.txt.gz,data/pgs/scoring_files/PGS000948.txt.gz
PGS000947,GBE_BIN_FC1006149,HP_0000155,Oral ulcer,Mouth ulcers,1648,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000947/ScoringFiles/PGS000947.txt.gz,data/pgs/scoring_files/PGS000947.txt.gz
PGS001533,GBE_QT_FC1004803,HP_0000360,Tinnitus,Tinnitus severity,343,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001533/ScoringFiles/PGS001533.txt.gz,data/pgs/scoring_files/PGS001533.txt.gz
PGS019957,prs149_myopia,HP_0000545,Myopia,Myopia,149,PRSice-2 v2.3.5,PGP000847,39062192,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS019957/ScoringFiles/PGS019957.txt.gz,data/pgs/scoring_files/PGS019957.txt.gz
PGS001863,portability-PLR_593,HP_0000790,Hematuria,Hematuria,794,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001863/ScoringFiles/PGS001863.txt.gz,data/pgs/scoring_files/PGS001863.txt.gz
PGS000877,uwGRS53_IR,HP_0000855,Insulin resistance,Insulin resistance,53,Clumping and Thresholding (C+T),PGP000223,27841877,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000877/ScoringFiles/PGS000877.txt.gz,data/pgs/scoring_files/PGS000877.txt.gz
PGS002591,disease_ALLERGY_ECZEMA_DIAGNOSED.P+T.5e-08,HP_0000964,Eczematoid dermatitis,Eczema,667,Pruning and Thresholding (P+T),PGP000332,35393596,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS002591/ScoringFiles/PGS002591.txt.gz,data/pgs/scoring_files/PGS002591.txt.gz
PGS000944,GBE_HC261,HP_0000964|MONDO_0002406,Eczematoid dermatitis|dermatitis,"Eczema, dermatitis",598,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000944/ScoringFiles/PGS000944.txt.gz,data/pgs/scoring_files/PGS000944.txt.gz
PGS000943,GBE_HC1126,HP_0001082,Cholecystitis,Cholecystitis (time-to-event),5,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000943/ScoringFiles/PGS000943.txt.gz,data/pgs/scoring_files/PGS000943.txt.gz
PGS001861,portability-PLR_574,HP_0001082|MONDO_0012672,Cholecystitis|cholelithiasis,Cholelithiasis and cholecystitis,2059,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001861/ScoringFiles/PGS001861.txt.gz,data/pgs/scoring_files/PGS001861.txt.gz
PGS000941,GBE_HC868,HP_0001094,Iridocyclitis,Iridocyclitis (time-to-event),1,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000941/ScoringFiles/PGS000941.txt.gz,data/pgs/scoring_files/PGS000941.txt.gz
PGS001881,portability-PLR_735.3,HP_0001822,Hallux valgus,Hallux valgus (Bunion),4527,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001881/ScoringFiles/PGS001881.txt.gz,data/pgs/scoring_files/PGS001881.txt.gz
PGS018876,TPMI_280.2_Lassosum2,HP_0001891,Iron deficiency anemia,Iron deficiency anemia secondary to blood loss chronic,7519,Lassosum2,PGP000835,41094136,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS018876/ScoringFiles/PGS018876.txt.gz,data/pgs/scoring_files/PGS018876.txt.gz
PGS001820,portability-PLR_251.1,HP_0001943,Hypoglycemia,Hypoglycemia,187,Penalized regression (bigstatsr),PGP000263,34995502,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001820/ScoringFiles/PGS001820.txt.gz,data/pgs/scoring_files/PGS001820.txt.gz
PGS000940,GBE_HC1132,HP_0002024,Malabsorption,Intestinal malabsorption (time-to-event),443,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000940/ScoringFiles/PGS000940.txt.gz,data/pgs/scoring_files/PGS000940.txt.gz
PGS001395,GBE_INI21025,HP_0002027,Abdominal pain,Frequency of discomfort/pain in abdomen in last 3 months,256,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS001395/ScoringFiles/PGS001395.txt.gz,data/pgs/scoring_files/PGS001395.txt.gz
PGS000939,GBE_HC310,HP_0002036,Hiatus hernia,Hiatus hernia,2553,snpnet,PGP000244,35324888,https://ftp.ebi.ac.uk/pub/databases/spot/pgs/scores/PGS000939/ScoringFiles/PGS000939.txt.gz,data/pgs/scoring_files/PGS000939.txt.gz
